n_features,n_classes,min_pair_class_frac_hard,centroid_hard,centroid_soft,pooled_hard,pooled_soft,pair_hard,pair_soft,diag_hard,diag_soft,cov_logodds,ovr,contrastive,seed
8,3,0.414815980766772,0.880952380952381,0.9047619047619048,0.9761904761904763,0.9761904761904763,0.9761904761904763,0.9761904761904763,0.9523809523809524,0.9761904761904763,0.9761904761904763,0.9523809523809524,1.0,16
8,3,0.4324343428619047,0.880952380952381,0.9047619047619048,0.9761904761904763,1.0,0.9761904761904763,0.9761904761904763,0.9285714285714287,0.9285714285714287,1.0,0.9285714285714287,1.0,16
8,3,0.45368051744686844,0.9047619047619048,0.9047619047619048,0.9761904761904763,0.9761904761904763,0.9761904761904763,0.9761904761904763,0.9761904761904763,0.9761904761904763,1.0,0.9761904761904763,1.0,16
8,3,0.4576260361617043,0.9285714285714287,0.9285714285714287,0.9761904761904763,1.0,0.9761904761904763,1.0,0.9761904761904763,0.9761904761904763,1.0,1.0,1.0,16
8,3,0.45756020341194487,0.9761904761904763,0.9285714285714287,0.9523809523809524,1.0,0.9523809523809524,1.0,0.8571428571428572,0.9285714285714287,1.0,0.9761904761904763,1.0,16
8,3,0.45236065643440626,0.9047619047619048,0.9285714285714287,0.9761904761904763,0.9761904761904763,0.9761904761904763,0.9761904761904763,0.9285714285714287,0.9761904761904763,0.9761904761904763,0.9761904761904763,1.0,16
8,3,0.38659648322308277,0.9047619047619048,0.9047619047619048,0.9761904761904763,0.9761904761904763,0.9761904761904763,0.9761904761904763,0.9761904761904763,0.9761904761904763,1.0,0.9761904761904763,1.0,16
8,3,0.34756354945388385,0.6904761904761906,0.7619047619047621,0.9285714285714287,0.9761904761904763,0.9285714285714287,0.9761904761904763,0.7142857142857144,0.880952380952381,0.9761904761904763,0.9523809523809524,1.0,16
8,3,0.2974251152088538,0.9285714285714287,0.9047619047619048,0.6666666666666669,0.9761904761904763,0.7619047619047621,0.9761904761904763,0.5000000000000001,0.6190476190476191,0.9285714285714287,0.7857142857142858,1.0,17
8,3,0.4585322539424043,0.9761904761904763,0.9761904761904763,0.9523809523809524,1.0,0.9523809523809524,1.0,0.9523809523809524,0.9761904761904763,1.0,0.9761904761904763,1.0,17
